"Reference","Photo_No","ImgBox","DigitalID","Date_Added","Source","Date","Subject","Notes","Details","Creator","Location","Dimensions","Condition","Format","Copyright","Seq_No","e18","e19"
"00675B","675B","1","DF00415","","","2000","Kalbar Baptist Church - 125th anniversary celebrations ","","Name on the Kalbar Church","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","135","",""
"00675C","675C","1","DF00416","","","2000","Kalbar Baptist Church - 125th anniversary celebrations ","","(l to r) Rev Dr D Parker; Dick Scanlan; Eric Kopittke at the 125th Kalbar celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","136","",""
"00675D","675D","1","DF00417","","","2000","Kalbar Baptist Church - 125th anniversary celebrations ","","Foundation stone of the present Kalbar Church building","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","137","",""
"00675E","675E","1","DF00418","","","2000","Kalbar Baptist Church - 125th anniversary celebrations ","","Interior of Kalbar Baptist Church","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","138","",""
"00676A","676A","1","DF00419","","","","A H Brooks book launch 'Vision and Courage' - Toowong Baptist Church","","John Brooks - author of the A H Brooks book","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","139","",""
"00676B","676B","1","DF00420","","","","A H Brooks book launch 'Vision and Courage' - Toowong Baptist Church","","May Brett and Joan Chenoweth (Brooks) the two senior descendants of A H Brooks at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","140","",""
"00676C","676C","1","DF00421","","","","A H Brooks book launch 'Vision and Courage' - Toowong Baptist Church","","Ormond Porter speaking at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","141","",""
"00677A","677A","1","DF00422","","","2002","Historical Society function at Centenary B C - Jireh Celebration 18 May 2002 - ","","Part of the gathering at the function","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","142","",""
"00677B","677B","1","DF00423","","","2002","Historical Society function at Centenary B C - Jireh Celebration 18 May 2002 - ","","Dr David Parker speaking at the celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","143","",""
"00677C","677C","1","DF00424","","","2002","Historical Society function at Centenary B C - Jireh Celebration 18 May 2002 - ","","Mr E Kopittke, President of the BHQ, speaking at the celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","144","",""
"00677D","677D","1","DF00425","","","2002","Historical Society function at Centenary B C - Jireh Celebration 18 May 2002 - ","","Rev Ian Hussey speaking at the celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","145","",""
"00678A","678A","1","DF00426","","","2005","Launch of 'Pressing on with the Gospel' QB history 1855-2005 - ","","Gwyn Milne, President of the Baptist Union of ustralia, launches the book","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","146","",""
"00678B","678B","1","DF00427","","","2005","Launch of ""Pressing on with the Gospel"" QB history 1855-2005 - ","","Dr David Loder speaking at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","147","",""
"00678C","678C","1","DF00428","","","2005","Launch of ""Pressing on with the Gospel"" QB history 1855-2005 - ","","Dr David Parker speaking at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","148","",""
"00678D","678D","1","DF00429","","","2005","Launch of ""Pressing on with the Gospel"" QB history 1855-2005 - ","","Mr John Spaull (right) BUQ President with Mr Doug Adam who introduced the BoysBrigade in Queensland","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","149","",""
"00679A","679A","1","DF00434","","","2004","Queensland Baptist College Centenary February 2004 - Historical display","","People inspecting display of early college photos","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","150","",""
"00679B","679B","1","DF00435","","","2004","Queensland Baptist College Centenary February 2004 - Historical display","","Dsplay of early facilities for students","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","151","",""
"00679C","679C","1","DF00436","","","2004","Queensland Baptist College Centenary February 2004 - Historical display","","Early college classroom","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","152","",""
"00679D","679D","1","DF00456","","","2004","Queensland Baptist College Graduation Ceremony","","Rev Graham Paulson, BUQ President, with Rev Dr John Sweetman, College Principal","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","153","",""
"00679E","679E","1","DF00457","","","2004","Queensland Baptist College Graduation Ceremony","","Dr Les Ball, College Academic Dean","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","154","",""
"00679F","679F","1","DF00458","","","2004","Queensland Baptist College Graduation Ceremony","","Rev Stephen Ball","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","155","",""
"00680A","680A","1","DF00430","","","2002","Launch of Higlett book ""A True Pastor: The Life of William Higlett"" - 17 October 2002 - ","","Speakers at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","156","",""
"00680B","680B","1","DF00431","","","2002","Launch of Higlett book ""A True Pastor: The Life of William Higlett"" - 17 October 2002 - ","","Display at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","157","",""
"00680C","680C","1","DF00432","","","2002","Launch of Higlett book ""A True Pastor: The Life of William Higlett"" - 17 October 2002 - ","","Dr David Parker (author of the book - 3rd from left) with guests at the book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","158","",""
"00680D","680D","1","DF00433","","","2002","Launch of Higlett book ""A True Pastor: The Life of William Higlett"" - 17 October 2002 - ","","Mr Ifor Thomas BUQ President speaking at the Higlett book launch","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","159","",""
"00681A","681A","1","DF00437","","","1997","Taringa BC Centenary Celebrations October 1989","","Rev Stan Nickerson addressing the centenary gathering","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","160","",""
"00681B","681B","1","DF00438","","","1997","Taringa BC Centenary Celebrations October 1989","","Rev Dr David Parker, BUQ Archivist, and Mr Eric Kopittke, President of BHQ, address the centenary celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","161","",""
"00681C","681C","1","DF00439","","","1997","Taringa BC Centenary Celebrations October 1989","","Children singing at the centenary celebrations","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","162","",""
"00681D","681D","1","DF00440","","","1997","Taringa BC Centenary Celebrations October 1989","","One hundred years anniversary cake","Ken Smith","Brisbane","12.6x8.8cm","Good - Colour","","","163","",""
"00682A","682A","1","DF00441","","","","Collection of QBCM/Malyon College photos","","Rev T C Warriner, Third Principal, 1940-1966","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","164","",""
"00682B","682B","1","DF00442","","","","Collection of QBCM/Malyon College photos","","Rev Dr E G Gibson, Fourth Principal, 1967-1982","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","165","",""
"00682C","682C","1","DF00443","","","","Collection of QBCM/Malyon College photos","","Rev Dr Stan Nickerson, Fifth Principal, 1983-2001","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","166","",""
"00682D","682D","1","DF00444","","","","Collection of QBCM/Malyon College photos","","College staff and students late 1960s","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","167","",""
"00682E","682E","1","DF00445","","","","Collection of QBCM/Malyon College photos","","College staff and students early 1970s","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","168","",""
"00682F","682F","1","DF00446","","","","Collection of QBCM/Malyon College photos","","College staff and students mid-1970s","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","169","",""
"00682G","682G","1","DF00447","","","","Collection of QBCM/Malyon College photos","","College staff and students early 1990s","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","170","",""
"00682H","682H","1","DF00448","","","","Collection of QBCM/Malyon College photos","","Some College graduands 2000","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","171","",""
"00682I","682I","1","DF00449","","","","Collection of QBCM/Malyon College photos","","Mrs Gwyn Milne, President BUA","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","172","",""
"00682J","682J","1","DF00450","","","","Collection of QBCM/Malyon College photos","","Rev Dr John Sweetman, College Principal 2002-","Unknown","Brisbane","15.1x10.0cm","Good - Colour","","","173","",""
"00748","748","1","DF00576","","","1989","Mrs Sharlene Hunter ","","See - ""The Image of Loveliness"" - QB Vol 65, No 5, June 1989, page 2.","Unknown","Unknown","15.2x10.1cm","Good - Colour","","","174","",""
"00877I","877I","10","DF00392","","","1984","Diploma and Graduate Theology Graduates class 1984 Baptist Theological College of Queensland","","Includes then Principal Rev S Nickerson","Photographer unknown","Brisbane","17.4x12.6cm","Good - colour","","","175","",""
"00877J","877J","10","DF00393","","","1984","Diploma and B S Graduates class 1984 Baptist Theological College of Queensland","","Includes then Principal Rev S Nickerson","Photographer unknown","Brisbane","17.4x12.6cm","Good - colour","","","176","",""
"00917","917","10","DF00404","15/08/2015","Chas Day","1990","City Tabernacle Ladies Day and Evening Fellowships -Photo taken on 9 August 1990 in the centenary year of the opening of the City Tabernacle building","","Names of the ladies in the photo are given with the photo","Weston Studios Pty Ltd","Front steps of the City Tabernacle Brisbane","24.2x19.3cm","Good - colour","","","177","",""
"00918","918","10","DF00405","15/08/2015","Chas Day","1980","City Tabernacle Pastor and deacons","","Names given under the photograph","Photographer unknown","Brisbane","24.5x19.1cm","Good - colour","","","178","",""
"00924","924","1","DF00600","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","Photo and plaque in memory of Rev James Voller in Taringa BC","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","179","",""
"00925","925","1","DF00601","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","20 members of the Voller family who attended the book aunch","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","180","",""
"00926","926","1","DF00602","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","Descendants of Rev James Voller in front of the memorial at Taringa BC","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","181","",""
"00927","927","1","DF00603","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","One of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","182","",""
"00928","928","1","DF00604","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","The Divine Government - One of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","183","",""
"00929","929","1","DF00605","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","Presentation plaque on One of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","184","",""
"00930","930","1","DF00606","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","Life and Epistles of St Paul - One of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","185","",""
"00931","931","1","DF00607","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","Photo of one of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","186","",""
"00932","932","1","DF00608","","","1997","Launch of the book ""James Voller - Pioneer Baptist Minister of Australia"" at Taringa BC on 19 October 1997","","One of the books presented to James Voller in 1854 replacing books lost in the shipwreck on his journey to Australia - from Princes End Tipton church his last church in England","Dr Ken Smith","Taringa","15.0x10.0cm","Good - Colour","","","187","",""
